RegionName,City,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12
92008,Carlsbad,CA,San Diego,San Diego,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1514104,367.7884615,384.0659341,377.1608172,375.5530973,383.1288344,416.3679044,389.5052474,371.9242902,380.3827751,380.7067384,363.8270548,356.3235371,362.9628143,351.1532941,371.2229842,376.9708552,375.7100972,367.7187462,374.5605558,371.9566946,369.3282638,375.31742,404.9198017,410.6537097,412.5310174,408.1513819,405.5553489,364.7909625,377.6070898,387.3652731,379.458639,387.2283192,393.5424354,403.4891107,420.5208433,421.3769459,426.2470723,428.1031767,430.4977637,412.3015873,413.0196937,418.792517,424.0604708,432.7290727,429.7994269,444.7142935,450.3865979,439.2437874,435.5397503,434.1680129
92083,Vista,CA,San Diego,San Diego,3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3333333,215.8681092,202.3747298,220.9536602,218.3578666,219.2886884,225.2691457,234.1334895,232.0677161,232.2741045,240.6568516,232.7983888,223.7566138,226.9299098,228.3212402,251.3773406,235.4788069,238.0952381,231.5978456,233.8345865,241.9354839,246.0324067,249.2364107,244.2473519,232.0704376,237.2735116,235.218516,244.5190344,247.6090244,252.2914328,257.9190033,254.3787298,256.875973,258.6525092,254.6816479,262.1722846,260.4389057,262.1885967,268.0362985,269.4165634,269.8412698,272.6264342,283.0263165,285.4855923,283.0157866,283.15314,309.7667638,304.2185339,309.3125,303.2596244
92123,San Diego,CA,San Diego,San Diego,3426,260.8298394,251.6329754,263.5605007,261.1163534,261.1163534,259.1463415,256.4719328,259.6189765,251.980198,256.6687665,239.8995536,241.1684783,237.1580547,226.5151515,222.8846468,224.4897959,222.8318571,228.3333333,221.5205165,221.166033,222.7954972,217.0334812,200.6902185,192.317685,193.622449,207.91154,216.2329616,195.9422283,195.9422283,195.5403087,209.9681866,214.9658204,216.9713719,231.1480978,251.8283582,255.5026904,252.3291925,252.4038462,262.9699982,274.0740741,279.273743,276.6739085,290.3225806,284.9409627,297.7325234,288.1463649,276.6139657,288.5234899,299.0430622,305.3446712,298.4293194,298.4293194,296.1247816,306.1865369,307.4772671,317.867036,323.0588503,319.2436975,329.3946344,330.0803674,317.9282869,319.2593379,325.6279413,323.9941747,336.0824742,340.2106073,327.4278215,331.5354166,330.6431613,331.302361,329.3650913,337.0554177,339.9145634,334.9282297,340.9486934,330.604534,330.604534,345.8931419,357.1504133,363.0167598,365.1979089,352.4639955,340.7046697,363.062352,352.9885604,362.6669302,379.6855094,384.1756977,378.5714286,371.685254,396.7460317,373.4519104,387.2022732,386.6538351,408.7647059,407.6470588
92124,San Diego,CA,San Diego,San Diego,3593,288.9944576,284.5446585,288.4834664,284.6826302,288.4119012,280.1801802,279.1739383,275.2752753,272.0820225,261.0986042,261.0272433,259.0519414,256.8302594,245.3849617,256.4740316,251.9018405,258.4196891,251.6363491,247.6582077,242.8985507,241.6757895,240.2010459,239.7681855,236.5412317,234.9869452,234.4056707,239.3045591,229.0054198,232.2712374,227.9219646,229.0839926,230.4625199,219.6071741,229.1338583,244.4092349,245.8755534,263.1810193,263.8533674,268.8509874,262.8468937,290.0892857,292.0942607,293.9973022,292.3076923,295.404814,295.5665025,300.9412741,306.219053,297.3218339,300.0489262,297.0292505,294.3100065,306.7484663,304.0966387,300.7289183,293.7336815,297.1756047,308.1125822,309.1814159,306.9201565,305.2565485,325.0306748,297.1625461,325.08603,328.642488,325.6328684,331.3881024,327.5547445,333.8606347,326.3570961,330.7202352,337.3413411,337.1532297,325.7180157,326.7008986,328.9539822,337.6648856,342.6769446,335.8992422,334.432407,332.1182665,332.8981723,334.1277081,342.8916146,344.5652976,342.7250723,338.7755102,361.2084063,360.042735,365.7989228,348.0392157,344.6631699,358.2945038,357.6464489,343.92,361.3945578
92081,Vista,CA,San Diego,San Diego,3892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.9100179,253.4880526,253.1139241,261.0682493,258.8613393,261.2293144,259.2207792,261.1667392,261.46828,273.5504886,270.6270627,262.4854142,262.4700522,261.7842202,271.6344558,273.7659963,263.0431781,272.275641,271.2394566,278.2012015,279.5932798,280.6487498,282.9249617,276.4867017,275.8438819,271.8581416,285.908914,284.8342947,285.908914,288.4593191,287.7569667,296.3305582,290.4884319,290.4884319,301.9697965,294.4920579,304.0036763,302.6571614,305.0666415,307.3149465,311.1277631,313.5504202,314.5104008,292.6885328,296.2957131,306.1465721,303.6782624,309.0052972,308.3700441,301.2658228
92139,San Diego,CA,San Diego,San Diego,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6508314,207.574654,207.574654,212.4183007,208.6743044,213.6363636,214.2857143,216.7757774,219.7017268,212.6841244,215.6795038,213.0177515,221.1335413,220.3756572,218.7757617,224.0067625,227.7777778,224.0067625,220.5885852,226.1904762,248.0992035,244.9012673,246.88354,246.8129943,249.2782152,243.2445069,245.4545455,247.4856922,246.363777,245.0972222,252.3809524,258.6206897,260.0497664,258.9884217,264.4341801,265.0115473,261.0792871,274.9880999,280.8740373,270.1237795,275.3496503,281.9074074,297.0175534,281.8627451,278.3669522,281.4074074,275.2590674,276.1437908,279.1558442,290.8871239
92011,Carlsbad,CA,San Diego,San Diego,4562,314.2935228,311.6246499,312.1298782,309.3375723,306.5297975,310.0464947,308.6990651,304.1666312,309.6606382,309.6606382,304.8028403,307.5428285,305.3415893,300.9637416,289.4790333,297.6881331,294.0972717,291.3674685,294.9286066,295.3573341,285.1439977,283.8741077,280.1167315,277.1961766,275.0361225,274.8051948,273.7659154,273.448026,274.7112754,276.0834691,273.5252809,275.5058115,275.1687306,276.7007533,293.7601297,298.464093,307.0799563,306.374502,319.8007069,321.094324,316.6977612,325.1318102,330.8345973,336.8985725,333.3178466,333.3178466,333.1468872,341.0263042,347.2864846,340.4188809,346.8567251,357.9960835,353.8112523,352.9948433,353.2528702,357.3640831,351.8685295,354.5930233,352.6793501,356.5292096,362.2609192,362.2609192,372.2655665,358.0998381,360.1694915,356.5474019,368.7317532,372.5734564,372.5734564,368.4841222,368.6078428,373.3426597,373.7680501,375.3869969,380.9707641,385.4461301,392.0868347,378.1549173,389.4687679,386.7739212,397.0930233,402.680798,405.0126582,405.4961832,405.4346588,405.3731343,406.7656295,410.6545143,404.9434187,409.8905724,419.475651,416.6093928,404.5354255,409.8137494,413.8795987,410.5550129
92119,San Diego,CA,San Diego,San Diego,4620,233.0743079,238.4516697,237.8850144,236.9170218,236.5461847,234.3098958,233.3152469,234.3098958,233.7398374,232.4819315,214.705462,211.5795446,213.6616362,206.7310785,207.1809631,208.4131691,211.3410936,205.1705508,206.7430025,199.5685363,199.1370727,198.1619759,192.720172,192.5391095,193.124214,192.4234009,181.517094,180.8322691,197.2318339,205.8134083,201.1251758,209.353105,197.8624535,197.163843,227.8749338,230.6482806,249.5329591,249.7924864,251.9167579,246.3543439,251.5661585,260.1546539,267.9691047,279.2930883,281.675967,273.4439834,258.4715681,261.2904578,263.0395683,266.7192409,268.9548547,274.2857143,284.1510719,285.3750006,292.3031026,297.1078002,274.1768634,272.8287841,271.2031558,265.0720461,274.4033413,276.0093795,289.8423006,286.8852459,299.1651206,299.1354467,306.5217391,298.1731189,301.6736402,299.7641509,302.1701108,310.1089015,310.1089015,312.5,319.8558847,303.6585366,310.7883817,323.3208955,328.5142857,329.9811439,328.9652303,329.3521656,331.076576,334.6013497,327.9510022,330.0071234,329.3343948,346.8653649,350.0556697,345.8835341,368.9689286,361.8400158,353.7371134,352.1432447,350.7604236,348.4886084
91932,Imperial Beach,CA,San Diego,San Diego,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.1098901,463.9464286,450.9212617,423.2902033,375.876961,399.339934,400.9955752,421.7511013,425.3611557,418.5022026,418.5022026,418.5022026,423.4654235,452.0697168,496.031746,513.5844749,512.416978,503.7275187
92118,Coronado,CA,San Diego,San Diego,4962,750.2342844,761.3972331,787.0858317,803.6490009,812.5430737,803.6208856,790.0378163,777.5847089,779.8091547,746.0184409,761.5317668,761.5317668,748.1673135,733.1594087,721.7461168,737.6362112,726.443769,705.4265162,718.976119,700.2271007,696.9051825,696.0486322,696.0486322,684.1239375,686.6416979,697.431069,697.786333,697.5585938,728.6080186,718.0401651,718.3466856,721.9582731,720.3733766,696.2576153,763.8626933,778.6449889,779.0798611,778.2101167,773.3914035,750.5214852,769.9167258,776.5273312,787.5269913,802.5989798,809.5037847,821.0455764,841.7405816,856.4814815,824.2918616,817.9822936,854.4532947,874.4735111,876.6785791,887.0214753,858.9766715,845.1492537,852.2311631,882.9787234,873.5869687,893.2986398,881.4858491,899.6310764,847.68267,865.7786885,892.13177,847.630719,907.3849879,906.1335714,923.6180905,923.6180905,952.2613065,923.6180905,917.7807663,913.7142857,889.3836419,907.5568698,902.937054,903.8952104,925.154321,937.489405,919.8015709,926.3077304,919.8015709,932.826851,934.2977697,945.7422184,992.7183695,1025.130786,1011.97694,1012.825349,1016.260163,1021.06383,999.4736842,1001.395892,1028.353003,1005.01443
91945,Lemon Grove,CA,San Diego,San Diego,5054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.9056122,231.0536044,226.7258383,237.2435697,231.4323607,230.8477593,236.9429996,238.6634845,239.92891,250.9982886,246.0832664,242.9452762,245.6668226,250.0551319,260.7126074,263.8522427,256.0353793,249.7570193,256.5963061,256.5133804,264.3457944,291.4536158,275.3442623,284.406349,283.6695134,281.7169069,272.0496894,274.1110361,287.5634518,283.2792208,291.0502122,281.2844037,287.4058864,287.6712329,290.8343126,291.3043478,281.4726841,277.7131783,288.2206188,281.4726841,294.8958102,285.7142857,300.3472222,317.2413793,299.7771774,307.5090253,313.4938182,326.622394,304.2458093,312.0563035
91915,Chula Vista,CA,San Diego,San Diego,5106,167.1875,168.0218921,169.7826549,168.6440678,172.3779929,171.484344,170.1183432,166.0201913,171.0843373,171.7369971,170.3684977,167.1875,164.1366224,162.468054,165.3547166,160.1657459,157.7309344,155.9535747,153.739204,156.0483871,153.4662723,152.1477318,151.5338031,148.3998546,147.0878136,145.184136,145.6235158,144.5301205,146.1110219,145.9427904,143.8776117,144.5301205,144.226886,144.3118541,160.9281437,161.6801837,167.5531915,172.9019859,179.1021203,184.5637584,187.806438,189.9936669,194.9770977,199.0312221,203.7360505,204.7688707,208.5070892,208.5539297,211.2420809,215.0899069,215.1571038,218.3406114,223.2518588,221.6951741,221.3560886,219.197861,219.8598627,217.8961749,221.006289,222.9488704,225.204918,228.3849918,229.5546448,236.8613139,234.1012085,238.6363636,240.1596143,242.0659614,243.658529,243.3353511,236.4512244,236.8421053,238.7662884,240.725327,252.3739126,251.520417,253.5628019,250.7766951,253.4763162,252.2522523,250.5992736,248.22833,255.9336111,260.5709353,258.3574995,257.8551913,256.147541,260.9988109,262.6521461,263.7633336,266.1713057,266.8449198,270.9430605,271.5502216,270.9430605,268.4799402
92106,San Diego,CA,San Diego,San Diego,5653,458.9076059,464.8466458,448.1246689,431.7424242,425.6283077,422.0420291,425.7295222,414.7597254,412.9805043,418.7135883,416.6666667,416.6666667,408.719346,407.8129759,399.0912389,398.7284287,381.7427386,378.2967387,368.7977711,366.7734103,355.8926488,353.8461538,352.515702,357.1428571,356.4684243,356.4681496,365.9255608,377.2046028,423.303143,434.9470499,416.3375585,416.893733,398.3739733,401.3196798,416.893733,432.6236264,431.0687327,432.05754,446.6886563,452.4348811,471.1740725,464.7889187,478.6687148,480.7692308,446.8011298,471.5165512,491.4017385,489.1624669,478.0310029,484.5454545,492.2376317,487.5324792,463.0872483,495.5094456,501.1948722,484.1113871,495.7443268,494.53125,478.1420765,488.4173503,495.1220023,495.7127546,497.4988926,519.9364214,517.6203451,507.6574022,539.1176471,534.965035,548.354608,544.7552448,539.0988815,543.9378594,575.8166568,581.973582,578.1057811,595.2240691,586.8616268,578.1057811,588.6859163,605.7091882,596.4125561,596.3880048,579.5942813,599.6666667,589.0563565,588.8416726,588.3469759,583.9408521,585.1108323,592.96875,619.6156395,628.9990929,649.0146679,641.3224052,630.3593406,661.3343738
92029,Escondido,CA,San Diego,San Diego,6066,238.0879763,245.7832822,243.4579092,239.4512135,242.1673272,245.9922609,237.0233051,237.3613866,230.4461499,230.1667613,224.1922774,216.0571809,214.2091011,211.573068,207.4853806,202.4131931,204.6255507,203.8671583,212.8946711,202.9764435,204.400777,199.6193966,199.9333333,195.5795115,195.8111702,198.6348875,199.9333333,200.9715243,208.9761539,202.3130927,199.167784,203.654661,203.2468281,210.3901671,221.8820714,226.9519403,236.5243297,236.8923077,242.3920158,239.3333333,247.4832215,256.0937005,266.5444852,269.0221778,267.5600034,268.6671319,261.4082405,260.8695652,258.5275915,263.1578947,264.0824071,271.5588723,273.0977401,271.1702662,273.1915268,275.4479026,263.4037912,270.9977523,268.6330222,261.9790496,271.1231484,272.4579371,278.9309808,281.4983669,293.1844888,289.3212879,293.5321101,297.5739196,298.4749786,297.3083197,292.0290731,289.3783947,289.4548223,291.3727565,286.6108787,284.7836353,281.7759062,287.7532228,293.6281475,288.8272583,283.203125,285.8932462,294.4571337,297.1739412,298.0796259,295.8257713,301.8753781,303.9459652,303.7408278,308.5659774,312.6051225,328.1344603,316.5783133,316.5783133,310.3662011,316.5783133
92082,Valley Center,CA,San Diego,San Diego,6163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5545876,221.7659138,217.5066869,216.1735068,214.9121949,219.0082645,228.1928686,231.4161015,230.5324934,230.7983025,227.7004468,231.2049434,231.2049434,229.9787385,219.8148684,223.2245132,232.5111082,233.3820307,233.3773926,228.434506,233.1898174,232.4728261,232.8689528,229.9291617,239.4620486,237.3646209,233.9363693,236.4992722,243.5038384,244.3776596,251.2338536,247.3913043,244.925035,250.6629441,250.5980861,251.6322089,252.1865889,259.4440472,267.0457325,254.0596712,253.1659074,264.4230769,264.4444444,249.9583333,265.6520529,267.1728127,271.7391304,270.2286931,279.5395819,292.692458
92075,Solana Beach,CA,San Diego,San Diego,6701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.6372531,673.0333639,645.1438131,644.6980029,627.7866125,641.6558862,641.6558862,658.7837838,624.3074739,620.2996326,696.670082,662.6130015,665.4629285,656.7915036,665.0544135,662.5,697.4317817,699.2672826,683.0634519,682.1789727,677.755894,630.0841515,649.5,699.7684098,809.9675851,829.3556086,826.3779528,825.6198347,816.9739727
91901,Alpine,CA,San Diego,San Diego,6810,224.7758671,229.561813,214.7465174,215.3004616,214.9907465,214.8716571,212.3760241,215.4479981,209.9125364,205.2397558,203.4664456,196.5543007,197.2422062,194.5035447,165.4064272,182.8418113,185.4481474,171.9275974,166.6666667,174.922813,179.5795796,181.4605732,178.3292546,179.2635659,182.8617657,179.6610169,179.1004643,174.7956403,170.9247931,170.9247931,178.6863271,171.4363265,174.6506986,170.1005987,195.6008678,192.9146538,194.0661479,198.4126984,204.5666356,206.0847671,208.0443828,218.7975647,226.6475099,224.0696754,222.2334477,227.687049,228.2444396,221.3894619,221.3489155,236.7833796,236.4558096,241.4428076,236.0719763,235.9696411,238.215976,238.9766637,239.5874468,242.5983208,235.8490566,236.1290323,238.4841976,249.5269775,251.9223579,249.5212265,253.3992583,242.7770591,243.7267841,249.3962341,260.6343783,258.5170283,260.4166667,258.0567039,256.0922064,259.244373,259.244373,261.33497,260.3369066,253.2833021,264.2867074,261.6997379,264.9867374,265.0462963,261.573494,262.4610592,263.6057187,264.9361351,273.6958119,277.3155851,277.458493,283.5621955,286.4022864,290.140569,288.1381564,288.5697115,296.6002673,296.8339506
92010,Carlsbad,CA,San Diego,San Diego,6839,246.3457892,243.7823975,248.6744268,249.4199536,239.6277627,241.688413,247.3197782,248.7231866,248.2348569,242.4800491,245.3474676,235.5966354,237.612199,239.6277627,231.2036355,234.871278,231.0376986,225.638051,223.3389168,220.6383296,217.2109389,219.4300986,220.2680067,215.7730751,210.7365461,208.2366589,206.1894109,204.6336207,210.4209097,205.0708427,201.4669212,194.1649899,197.042521,199.7694967,231.7483236,235.2424942,233.3630318,239.8388243,250.4029225,261.1147933,259.6253364,252.1307828,261.1077298,261.8020793,275.9134974,273.5109718,275.9134974,271.4025405,285.10335,285.8966709,293.3025404,285.6284486,287.7944325,286.0968452,297.1508699,297.6204678,296.1164866,294.5455979,293.6208125,296.7625899,307.8635015,309.2797172,317.3119122,321.184258,324.0509259,318.0587059,324.0740741,313.2427814,311.8136896,322.5302419,324.6502396,322.6140709,315.2183029,317.8429322,332.8703704,314.3856581,321.3817228,340.6432749,338.6939571,341.5670587,320.5351559,320.5574913,325.2808646,323.0452675,320.0770689,325.6690141,331.8275553,329.7507449,327.3679616,322.5830364,328.3558994,333.125388,340.3393393,355.6756747,354.4312169,347.5479744
91902,Bonita,CA,San Diego,San Diego,6897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.4806902,239.7535708,247.5812606,256.3904266,253.6279683,254.8095416,242.7250896,254.5509656,255.2647855,254.6787182,263.3575198,264.3148402,261.7485138,261.5927419,271.7391304,263.4326054,270.5547349,261.8644052,272.4699581,248.9451477,265.5155656,277.5884818,275.4590985,270.3113561,270.5805182,270.5805182,277.9765899,266.4549589,283.5538752,287.1815941,292.1535893,295.398521,294.7408248,289.7072778,299.3640656,300.511831,296.9068774,290.0148318,297.576312,298.8447673,310.761347,318.5796466,304.430985,306.4924929,308.8550247,300.9460523,304.8072287,306.3352827,301.3444599,305.5997039
92007,Encinitas,CA,San Diego,San Diego,7561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.3540373,613.7498291,631.2056738,703.6643654,644.4648208,605.0733249,599.3977275,581.6116646,606.88085,615.2398596,615.5349877,619.6484903,657.5963719,643.7435367,646.1169238,648.9601392,673.6299476,651.6296646,646.3615643,648.9795918,692.963338,811.4309554,753.3670034
91914,Chula Vista,CA,San Diego,San Diego,7701,164.5101664,164.5307893,168.7831582,169.7674419,170.932926,172.4678583,169.4348716,169.7416892,170.0420329,170.6427811,169.6512724,164.2421398,162.9601817,161.0520095,158.2649472,158.6620926,158.2014388,158.3635764,154.5945946,158.2014388,157.637893,156.4553991,156.9914451,156.6076294,155.1282051,153.2229024,152.4822695,152.4822695,156.5854047,152.1221768,147.6862488,150.8916324,150.9705248,151.0791367,167.7322809,169.2793814,173.6111111,174.0613365,176.2790698,186.2955032,190.5162089,193.4434837,196.0379695,199.6258472,205.2476634,210.4214058,217.2011662,221.8517139,222.8017884,225.2186589,232.5439112,237.0578778,229.0823361,229.9989665,226.8889332,226.2411348,226.5438848,233.0812919,234.6285226,234.375,243.0496468,243.8546663,246.7105263,245.4882907,252.8368312,252.2209945,252.4752672,253.2228361,261.0337313,253.7572254,252.6322447,247.4336283,246.8937948,252.8900649,254.8461634,252.7707564,255.5274985,255.5274985,256.0076898,258.7874659,257.6787808,263.8425926,260.5600933,263.1377001,262.8901461,265.4655427,271.5992588,269.379015,279.4355293,274.2843735,274.5048241,270.5702618,265.4248594,268.4053246,266.2327426,266.8028005
92067,Rancho Santa Fe,CA,San Diego,San Diego,7979,554.208521,543.7019439,543.120474,544.2834138,540.381558,533.0220147,534.2063068,534.0220876,520.8999412,522.4787675,522.4787675,526.8206999,501.0329107,501.2919449,496.8062456,498.4076433,497.9757085,495.8869393,491.5369217,466.4740818,475.7435749,467.7857319,471.1613663,463.5761589,454.7960309,447.3344685,447.503325,454.7960309,479.2826221,465.9685864,480.4070529,479.3863854,504.753282,500,516.9225079,525.7247856,516.5200823,519.2307692,520.5613577,525.8126195,524.0194193,525.8126195,536.352801,540.4243337,546.5045593,545,551.9750401,571.8276137,571.4229036,569.2280349,570.5637518,565.8416777,568.8346457,565.8416777,568.0863235,559.7769632,557.7774672,559.8227474,562.2855182,562.2855182,571.0201625,548.8010395,525.2691333,541.8023887,537.8651971,514.3061516,532.8919265,543.6319506,549.0196078,561.5972801,557.7721034,552.8350515,558.4386282,568.6023342,567.1930936,556.7232535,567.3460689,566.0961585,568.255688,569.6030451,549.9774368,554.8980793,555.6744037,556.6833557,566.21881,548.5546415,543.1104925,546.0218409,543.1452011,544.8613672,554.7586286,554.5335085,550.5617978,555.2287582,556.0131796,555.740988
91935,Jamul,CA,San Diego,San Diego,8864,197.1066058,200.3870694,217.1492205,205.9336824,195.439032,196.2170529,189.1432352,200.2796127,205.063585,206.8873642,195.3488372,191.5520629,189.4317049,176.6852812,171.0062209,176.6304348,170.148248,164.974984,169.1230656,167.7467597,171.7277487,163.6077967,161.5296804,158.3809943,161.6233715,167.7467597,158.4959543,158.3809943,182.3174447,183.7585868,181.0449714,185.2541267,186.1797351,195.1754386,209.3896714,202.5586022,201.9422522,205.3686432,207.7878483,201.7167382,203.2567607,219.7071917,221.0429165,225.7453625,225.327028,234.142827,232.3704074,238.1282426,253.0973451,257.2615667,262.7816759,246.1470718,238.6646736,239.88704,233.0434783,233.5258019,235.8132534,232.3447153,248.7611713,238.8492615,246.8300305,233.2467532,242.6950887,243.2306565,266.8534828,250.9266409,255.8508974,249.7245957,256.8128108,256.2046971,257.8867744,252.2651934,253.449199,262.2600532,274.6226267,292.2791062,292.2791062,279.1201456,289.7367335,278.0536246,276.1144378,261.2595744,267.7077524,271.0794251,281.3141684,281.0170431,284.176835,293.2299534,291.2189752,266.4556962,273.2140327,287.2865868,293.1578494,297.6215255,293.0359937,293.0359937
92003,Bonsall,CA,San Diego,San Diego,9652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.6096832,273.4753146,253.7358039,258.5737616,256.2432552,236.6863905,259.2026111,258.5737616,261.0265149,259.8533603,260.4311544,259.5308821,269.4714882,255.176563,254.613541,257.2393822,256.1714663,254.1648692,255.1035503,248.8813222,256.2642369,253.2811421,248.9433817,247.4975921,253.1465951,252.8445006,247.9449868,250.4763044,270.0833322,245.9857939,243.3322882,237.2942922,244.2546486,239.6514161,243.3434946,258.1700204,276.1219793,283.5820896,283.9745258,292.2993492,283.5820896,296.5597299,324.1406758,287.8225092,277.4481569,277.8640978,280.1992528,293.5862692,269.1436339,275.1375688,290.1505646,290.1505646,279.3663335
92004,Borrego Springs,CA,San Diego,San Diego,9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9943503,112.9943503,119.4539249,124.7030879,129.9358758,130.3640515,127.4789488,143.2692308,142.1052632,149.7546507,148.4667165,150.7584404,150.3660637,148.4667165,161.105131,157.5823643,150,149.5598592,150.1459933,152.5626499,150.7321275,150.7321275,147.620328,147.0937129,142.0821588,136.6010994,129.8486887,128.33764,130.6413302,143.4159061,142.8117048,139.3581081,142.8117048,145.9196875,146.984915,146.8609865,144.4987765,138.9106571,136.7074854,142.8117048,148.3679525,154.1388878,153.6318483,159.9939045
92036,Julian,CA,San Diego,San Diego,10032,,,,233.1701031,235.2319588,223.8435006,235.027921,232.3155456,231.6399287,227.4209325,227.4209325,220.622216,218.75,218.75,218.75,225.9162681,224.2424242,216.9811321,214.1037102,208.2542694,202.5836759,199.9153362,198.8636364,197.4431818,195.8473625,186.4883885,198.8472622,190.6757887,195.9847036,190.5830638,197.2477064,196.2741184,196.6180067,200.6210894,217.9656539,217.9656539,222.1666667,220.0661603,226.180046,228.2930961,226.7457307,222.0916569,248.8986784,248.1043616,258.8996764,240.960452,241.9633598,239.8592309,239.8592309,254.7107684,253.7692308,246.4239272,254.7107684,246.3936715,248.4407484,243.6142557,241.0993899,241.9633598,257.3268921,266.2329373,260.163332,245.0851282,240.23542,247.8126593,250,257.6335444,282.5383994,284.1191067,292.1717868,272.2747207,266.5544332,266.3702506,271.8188833,263.742244,261.1142375,253.9936102,264.7619048,257.5987842,265.5660777,264.7619048,264.7619048,253.9936102,257.3964497,257.3964497,275.9002145,302.3897059,277.0079145,277.0079145,279.4837331,268.7908497,266.1930079,263.5951662,293.9038042,274.8512804,274.8512804,278.5890817
92091,Rancho Santa Fe,CA,San Diego,San Diego,10428,553.6893886,526.55062,518.1387296,513.4801399,511.0908912,522.8932445,528.3726264,535.9710913,531.653752,535.3457449,529.6610169,509.3640667,481.5016322,488.1535948,495.0407368,493.1855139,487.4953676,499.5585639,499.5585639,493.5756816,481.5016322,455.9791482,453.9035622,469.6684693,480.7404172,455.3025374,477.3622047,483.7251356,521.0818275,531.7679558,531.5446295,520.9408048,501.0818089,519.2678854,519.2678854,539.5424248,531.7679558,573.2537712,594.1591138,582.8152753,591.1816932,586.7456862,602.9011786,599.2281129,609.2436975,591.1401237,587.1494491,591.1217029,584.6622029,589.6971869,600.240096,614.880248,614.880248,613.6089611,602.6644955,602.9973848,614.4627202,618.6777457,614.4627202,611.3314448,606.1861364,586.548488,601.4397906,605.4819142,602.9973848,589.1931001,622.8601528,599.7109827,600.5753866,615.3743136,615.3743136,615.3743136,629.0587926,625.4938109,588.8873493,603.1377354,612.6327123,602.1042563,602.772104,604.0398179,583.2820097,592.573084,587.4068828,592.573084,576.3983629,591.7406214,592.3373065,592.8579706,611.1868482,588.5962602,583.1983633,575.2617801,570.482703,563.3744856,557.4063973,566.3029101
